title,overview,genres,poster_path,release_date,vote_average,vote_count,popularity,runtime,tagline
Wild Guitar,A young rock &amp; roll hopeful is given a shot at the big time by the unscrupulous owner of a small record company.,"[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",/GQMHs6o2t4Sub0kMH4vcSwwLH7.jpg,1962-12-01,5.2,5.0,0.184487,92.0,A frenzy of musical action
The Sadist,Three people driving into Los Angeles for a Dodgers game have car trouble and pull off into an old wrecking yard where they are held at bay by a bloodthirsty psycho and his crazy girlfriend.,"[{'id': 27, 'name': 'Horror'}]",/y2ucp52l4NrJvjK09jamREmhOI4.jpg,1963-04-01,6.4,15.0,1.122097,92.0,"What Fiendish Passion Twisted His Mind--Made Him Torment, Torture, Kill?"
Westward the Women,"In a time when ""The West"" pretty much ends in Texas and only California is slowly being populated by the white men, there's a severe lack of women among the workers on Roy Whitman's farm in the California Valley. So he goes back east to Chicago to recruit 150 women willing to become wives for his employees. From the candidates he selects 138 who seem able to survive a months long journey across ""The Great American Desert"" and the Rocky Mountains. Written by Tom Zoerner","[{'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",/vLyib4eJ0qZBoqgamrjv9P5P27O.jpg,1951-12-31,6.6,10.0,1.074159,118.0,The BIG MGM Spectacle ! HE LED 200 WOMEN ON AN ADVENTURE THAT MOST MEN FEARED TO FACE!
Pablo's Hippos,"Recounting the absurd and paradoxical history of Colombia's thirty-year struggle with international drug trafficking, at once a farce and a tragedy, as seen through the eyes of the extravagant pet of the most powerful drug baron in history: a hippopotamus named Pablo.","[{'id': 99, 'name': 'Documentary'}]",/nRqFH2QGXfgcrDYIaMDTOYrcsyE.jpg,2010-01-01,8.0,1.0,0.221452,90.0,
Stray Dog: Kerberos Panzer Cops,"Detective Kouichi Todome -- head of the elite Kerberos police squad -- escapes after the unit is marked for destruction by the government. Three years later, Inui, a member of the squad, is released from prison with one goal: to find his former master. But the trail to Todome is a twisted one, and when Inui finally finds Todome, he realizes that instead of following his own path, Todome was following the orders of another.","[{'id': 10769, 'name': 'Foreign'}, {'id': 878, 'name': 'Science Fiction'}]",/yjDfzMVvgJCgooNduJ2Z0I8uEx1.jpg,1991-12-31,6.3,6.0,0.008673,99.0,
Snowbeast,"In this made for TV film, an enormous and angry bigfoot creature begins to terrorize a Colorado Ski Resort during a winter carnival, by eating several skiers. At first everyone insists it is just a bear, until ski patrolman Tony Rill sees a white shadowy beastly shape disappearing into the woods. Although Tony's grandmother Mrs. Carrie Rill, who owns the Ski Resort and the town sheriff, Sheriff Paraday disagree, it soon becomes clear when the creature finally attacks the town.","[{'id': 27, 'name': 'Horror'}]",/61njlzAWRxANz0ktpMJiDj8tx1A.jpg,1977-04-28,3.7,9.0,0.408121,86.0,The legendary creature is half man... half animal... and a cold blooded killer!
I Am Comic,"Through unprecedented backstage access and candid interviews, the film weaves through the absurd world of the working comedian and reveals a crazy and hilarious psychological profile of its practitioners. We also follow retired comic Ritch Shydner's attempt to climb back on stage after a thirteen-year hiatus. At the top of his game in the 1980's, Shydner had HBO specials, shot five pilot TV shows, and numerous late night appearances (Carson, Letterman, Leno, etc.) but the big time eluded him. Equipped with the collective wisdom and nutty musings of over 80 of his peers, he gives it another shot. Does Ritch have what it takes to connect with today's young crowds and still get the laughs?","[{'id': 99, 'name': 'Documentary'}, {'id': 35, 'name': 'Comedy'}]",/bCU5DKkrjcX3zw1ywMG94YNJxCP.jpg,2010-01-10,5.9,6.0,1.051781,87.0,An ode to the art & occupational hazards of Stand-Up Comedy
Where Are My Children?,"While prosecuting a physician for the death of a client after an abortion, the district attorney discovers that his wife helped her society friends and the daughter of her maid obtain and pay for abortions from the physician (and was perhaps herself also a client).","[{'id': 18, 'name': 'Drama'}]",/b9Xruub1qVOZY9iijyNQrLa3nxY.jpg,1916-04-16,6.5,4.0,0.616015,62.0,
Abraham Lincoln,"Silent film master D.W. Griffith's first talkie works as a companion piece to his classic BIRTH OF A NATION, providing a detailed biographical sketch of the 16th president. We see his birth in a log cabin, the tragic death of his first love, Ann Rutledge (Una Merkel), his debates with Douglas, his accepting of the presidency, the terrible toll of the Civil War, and finally the tragic assassination at Ford's Theater. Griffith shows his usual meticulous attention to period detail, and the framing of the various vignettes has the feel of historical photographs come to life. Walter Huston is excellent in the title role, with a portrayal that subtly evolves from laconic, wizened rascal to noble elder statesman. This is a fascinating, worthy film, and an interesting historical document in and of itself.","[{'id': 36, 'name': 'History'}, {'id': 18, 'name': 'Drama'}]",/jat652dVfzIBzFbtQdIeDp6ihlo.jpg,1930-11-08,5.0,7.0,1.14295,96.0,"The wonder film of the century, about the most romantic figure who ever lived!"
Company,"Following five couples and their friend Robert (Neil Patrick Harris), the perpetual bachelor, Company explores the true meaning of being in a relationship through a series of vignettes. Winner of the 1971 Tony Award for Best Musical, Neil Patrick Harris (How I Met Your Mother, Rent) will led an all-star cast in a sold out event at the New York Philharmonic.","[{'id': 10402, 'name': 'Music'}]",/ahIRiCdEJAwqe5YevFvuqz4DRIs.jpg,2011-06-15,7.0,4.0,1.496974,145.0,
Big Girls Don't Cry... They Get Even,"A girl fed up with her quirky, dysfunctional family runs away from home, causing all of them to spend time with each other.","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}]",/gWG6PMlu1jTst0HPokQ1FjskxLg.jpg,1992-05-08,4.6,5.0,0.466287,96.0,
An Ungentlemanly Act,"Based on actual accounts, this film portrays the days and hours before and during the invasion of the Falkland Islands by Argentina, which eventually lead to the Falklands War. As the Argentine forces land on the main island and make their way towards Government House, the handful of British defenders batten down the hatches and prepare to defend the Governor Rex Hunt, his family and their fellow islanders from the invaders.","[{'id': 36, 'name': 'History'}, {'id': 10752, 'name': 'War'}, {'id': 18, 'name': 'Drama'}]",/qR3cDshkYnyuafrzrV8cVJnBrhq.jpg,1992-01-01,4.3,4.0,0.448514,130.0,War... an uncivilized business.
'Twas the Night Before Christmas,"When a town learns that Santa Claus has struck it off his delivery schedule due to an insulting letter, a way must be found to change his mind.","[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",/i5qPfBSeKjNbFPl1CseOUSNqKGe.jpg,1974-12-08,5.9,11.0,1.353059,25.0,
Koi... Mil Gaya,"Ranjit Mehra and his wife Sonia live a middle-class life in rural India. Ranjit's passion is studying the heavenly bodies through various computers, telescopes, and communicators as he believes there is life beyond Earth. He continuously transmits the sound generated by the syllable ""om"" and hopes that someone somewhere will hear this and respond to it.","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10749, 'name': 'Romance'}, {'id': 10769, 'name': 'Foreign'}]",/gOaOSQ6oxzhw7GkqUC2ulyCDEvb.jpg,2003-08-08,6.4,37.0,3.273286,171.0,You are not alone
Miss Cast Away,"A plane carrying beauty contestants crash lands on a deserted island. Captain Maximus Powers (Roberts) and co-pilot Mike Saunders (Schlatter) have to take care of their passengers, while avoiding the dangers of Jurassic Pork (a giant prehistoric pig) and a group of apes busy trying to relaunch Noah's Ark.","[{'id': 35, 'name': 'Comedy'}]",/5xo6gpzJ1qeYmIbvB8fvHUbHXYY.jpg,2004-01-01,2.7,5.0,1.593302,90.0,There's trouble in paradise.
Thank God He Met Lizzie,The romantic myth is exposed for Guy when he is plagued by memories of an old girlfriend on his wedding day.,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",/v5etP6khJjWo6mPgRwwM9qMpufP.jpg,1997-11-20,5.0,3.0,0.402696,91.0,
Skylab,"It is 1979 and Albertine, 10, and all her family members have gathered in Brittany to celebrate the birthday of her grandmother. Everyone thinks that the Skylab space station from NASA will fall on their heads this summer. The meeting turns into a crazy weekend full of revelations, love and song.","[{'id': 35, 'name': 'Comedy'}]",/lsJOlJ1vljO8UyFbAXbLd6cXwb.jpg,2011-09-19,6.3,23.0,7.502597,113.0,
Happy,"Happy is a 2011 feature documentary film directed, written, and co-produced by Roko Belic. It explores human happiness through interviews with people from all walks of life in 14 different countries, weaving in the newest findings of positive psychology. Director Roko Belic was originally inspired to create the film after producer/director Tom Shadyac (Liar, Liar, Patch Adams, Bruce Almighty) showed him an article in the New York Times entitled ""A New Measure of Well Being From a Happy Little Kingdom"". The article ranks the United States as the 23rd happiest country in the world. Shadyac then suggested that Belic make a documentary about happiness. Belic spent several years interviewing over 20 people, ranging from leading happiness researchers to a rickshaw driver in Kolkatta, a family living in a ""co-housing community"" in Denmark, a woman who was run over by a truck, a Cajun fisherman, and more.","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 99, 'name': 'Documentary'}, {'id': 10749, 'name': 'Romance'}, {'id': 10751, 'name': 'Family'}, {'id': 10769, 'name': 'Foreign'}]",/AnbmAMCWxQTRojQzbyroxakWKGV.jpg,2011-04-09,7.1,21.0,1.517025,75.0,
Undefeatable,"The film follows Kristi Jones (Cynthia Rothrock) who, along with her gang, take part in Mafia-run street fights to earn money for her sister's college education. Kristi's sister hopes to become a doctor and pay for Kristi's education.","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",/wI87T0cpwXTeixtbH7cGUKbHOho.jpg,1993-09-29,6.6,13.0,1.350475,90.0,"Out of the ring, into the fire... in a fight to the finish"
A Lawless Street,A Marshal must face unpleasant facts about his past when he attempts to run a criminal gang out of town.,"[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",/tCw0aIyu1wijfisdzZy3fFWZZqN.jpg,1955-11-15,4.6,10.0,0.910456,78.0,They were all running out at the same time ... his luck ... his bullets ... his woman !
Alex in Wonderland,"Bohemian Alex Morrison has just finished directing his first feature length movie. In its previews, the movie is considered a critical, artistic and surefire commercial success. As such, Alex seemingly has his choice of what his next project will be.  Alex has a few thoughts in mind, such as a biopic of Lenny Bruce, or a movie about a black uprising in Los Angeles. As he makes the rounds both in the Hollywood community and European movie centers for ideas, he fantasizes about movie scenarios of those everyday situations he is in. These fantasies are influenced by his movie idols, some who he meets such as Italian director Federico Fellini and French actress Jeanne Moreau.  Concurrently, he is considering what to do about his personal life.  He is wondering if he and his middle-class family should ""move up"". The need for commercial success may ultimately take artistic control out of his hands.","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",/3kH8QnQL4T9ApYCaBYCaLX9YOBK.jpg,1970-01-01,6.7,3.0,0.488919,110.0,
Thor: Tales of Asgard,"Hungry for adventure, Thor secretly embarks on the journey of a lifetime, joined by his loyal brother Loki, whose budding sorcery equips him with just enough magic to conjure up trouble, along with the Warriors Three - a band of boastful travelers reluctant to set sail on any adventure that might actually be dangerous. But what starts out as a harmless treasure hunt quickly turns deadly, and Thor must now prove himself worthy of the destiny he covets by saving Asgard itself.","[{'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}, {'id': 28, 'name': 'Action'}]",/a1SAfsmEpzpCaegweuyZtj2ZZ9y.jpg,2011-05-16,6.2,53.0,1.697118,77.0,Before the hammer ... came the sword
Living on One Dollar,"How do 1.1 billion people around the world live on less than one dollar a day? Four young friends set out to research and live this reality. Armed with only a video camera and a desire to understand, they spend just 56 dollars each for 56 days in rural Pena Blanca, Guatemala. They battle E.Coli, financial stress, and the realization that there are no easy answers. Yet, the generosity and strength of their neighbors, Rosa, Anthony and Chino gives them resilient hope. They return home transformed and embark on a mission to share their new found understanding with other students, inspiring and challenging their generation to make a difference.","[{'id': 99, 'name': 'Documentary'}]",/1w9MQn2itNBaWPZdtsDHIYmo6l6.jpg,2013-04-22,6.6,36.0,1.510944,56.0,56 DAYS | 56 DOLLARS | HOW DO YOU SURVIVE?
The Magnetic Monster,A young scientist's experiment goes awry when he creates a monster from a radioactive isotope and finds that the creature consumes energy to grow in size and terrorize the nearby town.,"[{'id': 878, 'name': 'Science Fiction'}]",/ffgcz7T7JC9NRfLFxTgmlE48OHw.jpg,1953-02-18,5.9,12.0,0.764046,76.0,Terror swoops through the heart of a city in the dead of night!
American Kickboxer,"Kickboxing champion B.J. is jailed for an accidental murder thanks to the testimony of his arch-nemesis Denard. A year later, B.J. is released and then challenged by Denard for $100,000. Will B.J. accept and get even with Denard?","[{'id': 28, 'name': 'Action'}]",/s22Wz0QoLhFMDdnsmWRwMXitLDZ.jpg,1991-07-24,3.4,6.0,0.360854,92.0,
Iron Man 3,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",/1Ilv6ryHUv6rt9zIsbSEJUmmbEi.jpg,2013-04-18,6.8,8951.0,23.721243,130.0,Unleash the power behind the armor.
The Lost One,A German scientist murders his fiancée during World War II when he learns that she has been selling the results of his secret research to the enemy.,"[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",/gWXonlIfJ0X9ZSkGsNG2cGJv48E.jpg,1951-09-07,6.3,4.0,0.568075,98.0,
Manhunt: The Inside Story of the Hunt for Bin Laden,"An espionage tale from inside the CIA's long conflict against Al Qaeda, as revealed by the remarkable women and men whose secret war against Osama bin Laden started nearly a decade before most of us even knew his name.","[{'id': 99, 'name': 'Documentary'}]",/xCW8CaeqZmVy6pS2i1sZZgkR6bD.jpg,2013-01-20,6.3,4.0,0.527539,100.0,The raid took 40 minutes. The search took two decades.
Under the Salt,"A series of murders leads Commander Trujillo to Santa Rosa de la Sal a town close to a salt mine, where he meets Victor Zepeda - a lonely teenager who works in his father's funeral home and spends his free time making crude animated horror films - who's strange behavior seems to point at him as the culprit of the crimes.","[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10769, 'name': 'Foreign'}]",/rzhemeKuJpU9rAeNZgotneq6gWb.jpg,2008-10-17,5.8,5.0,0.755399,0.0,Some things should be kept beneath.
Ovosodo,"The story of Piero, from when he was a kid to fatherhood, over the background of the town of Livorno, Tuscany, where the director Virzì was born.","[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",/94laqpOLpJEXZVZdC8rDQeBKKSS.jpg,1997-09-12,6.9,57.0,3.216563,100.0,
Sicilia!,"A man returns to visit his native Sicily after living in New York for a long time. He learns about the Sicilian way of life from stylized conversations with an orange picker, his fellow train passengers, his mother, and a knife-sharpener.",[],/9QJszlP2wxgmjEiMY2fPQbG4X7z.jpg,1999-09-15,7.0,2.0,0.082011,66.0,
La Soufrière,"Werner Herzog takes a film crew to the island of Guadeloupe when he hears that the volcano on the island is going to erupt. Everyone has left, except for one old man who refuses to leave.","[{'id': 99, 'name': 'Documentary'}]",/x0dhp6heho4YmsrnfC3LSszJFxJ.jpg,1977-01-01,7.8,10.0,0.353671,31.0,
Kiss of the Damned,"Beautiful vampire Djuna tries to resist the advances of the handsome, human screenwriter Paolo, but eventually gives in to their passion. When her seductive and highly volatile sister Mimi unexpectedly comes to visit, she threatens Djuna's new relationship, and the whole vampire community becomes endangered.","[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 10749, 'name': 'Romance'}]",/i3XAVZWQVkyzmEY4l4QWEIIjkdc.jpg,2012-11-07,4.9,44.0,11.397245,95.0,Her love will never die.
Senność,,"[{'id': 53, 'name': 'Thriller'}]",/gdKAEvxRJOVSdJ9tFVJCwQCGiab.jpg,2008-10-17,5.8,4.0,0.271583,0.0,
New York: A Documentary Film,"Ric Burns (brother of the famed documentarian Ken Burns) presents an exhaustive history of New York City from the settling of the area by the Dutch to the attack by terrorists nearly 400 years later. Told in a sentimental tone, Burns weaves a lyrical tale of the great metropolis that encompasses not only the city's streets, but also that of the history of America. Though around fourteen hours in length, this epic documentary presents a thoughtful, entertaining look at our relatively young country. Written by Chris Bogner",[],/rZkjUje0ZU9hf9aK1PCbu2tO1wA.jpg,1999-11-14,9.0,1.0,0.316897,600.0,
Livid,"It's young Lucy's first day as a trainee in-house caregiver. She visits Mrs Jessel, an old woman who lies in cerebral coma, by herself, in her large desolate house. Learning by accident that Mrs Jessel, a former dance teacher of repute, supposedly possesses a treasure somewhere in the house, Lucy and friends William and Ben decide to search the house in the hope of finding it. At night, they get into the house, which reveals itself to be increasingly peculiar. Their hunt for Mrs Jessel's treasure leads them into a horrifying supernatural series of events that will change Lucy forever..","[{'id': 27, 'name': 'Horror'}]",/yiTvnlBDgUmGK26WYftZ930U3Zo.jpg,2011-12-06,5.6,56.0,2.32335,92.0,
The Hangover Part III,"This time, there's no wedding. No bachelor party. What could go wrong, right? But when the Wolfpack hits the road, all bets are off.","[{'id': 35, 'name': 'Comedy'}]",/vtxuPWkdllLNLVyGjKYa267ntuH.jpg,2013-05-23,6.0,2991.0,25.085639,100.0,It all ends.
Seasons of the Year,"Film-essay about shepherds living in the Armenian highlands, about the contradiction and the harmony between man and nature.","[{'id': 99, 'name': 'Documentary'}]",/ktYwTfk1Gvb0aOf7wYO1NJukx0m.jpg,1975-01-01,7.3,7.0,0.000844,29.0,
Tie Xi Qu: West of the Tracks,"Filmed between 1999 and 2001, WEST OF THE TRACKS details the gradual decline of Shenyang’s industrial Tiexi district, an area that was once a vibrant example of China’s socialist economy. But industry is changing, and the factories of Tiexi are closing. Director Wang Bing introduces us to some of the workers affected by the closures, and to their families. With a total runtime of more than nine hours, the film comprises three parts: “Rust”, “Remnants”, and “Rails”.","[{'id': 99, 'name': 'Documentary'}]",/hRH0ToR9tgCtNpyzOpqzYv1G47W.jpg,2002-04-26,9.0,4.0,0.43462,551.0,
Night at the Crossroads,"La Nuit du Carrefour (A Night at the Crossroads) may well be the least known of Jean Renoir's sound films. Adapted from a novel by Georges Simenon, the story concentrates on a gang of thieves who utilize a cross-road garage as the hideaway. During their last caper, the gang has accidentally murdered a jewel thief, and the heat is on. Winna Winifred, the beautiful ringleader of the gang, makes the fatal mistake of falling in love with Pierre Renoir (the director's brother), the detective who's been assigned to bring her in. The only one of Renoir's productions to thoroughly qualify as a ""crime picture,"" La Nuit du Carrefour was often dismissed by the director, who felt that he was so successful in creating a ""mysterious atmosphere"" that no one understood what was going on (He did, however, enjoy working with Georges Simenon, who became a lifelong friend).","[{'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",/lBTv7SSaNvyFTlvTQ34uvLysazN.jpg,1932-04-18,4.0,3.0,0.637378,75.0,
After School Midnighters,Houkago Midnighters is about a human anatomical model that comes to life at midnight in a school.,"[{'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",/1UgQ8fhjxmPbNUMgIesmPduRGZb.jpg,2012-08-25,6.5,2.0,0.456974,95.0,
Life Back Then,"Kyohei Nagashima (Masaki Okada) has shut away the world. During his high school days he was the target of bullying and experienced horrifying moments. Now as a young adult Kyohei takes a new job. He works for a company that specializes in cleaning out the homes of recently deceased individuals. With his new job Kyohei meets co-worker Yuki (Nana Eikura). Yuki has also experienced a traumatizing event as a teen and has also shut herself away from the world. These two young people form a bond as they go through the homes of the recently departed people. They gradually open up to each other and in the process to the world. Yet, their fragile psyches may or may not be ready for such changes ...","[{'id': 18, 'name': 'Drama'}]",/mz9zh1GePKfk8EX90PYJU6W6wtn.jpg,2011-11-19,6.0,2.0,0.418925,131.0,
Up Periscope,"Lieutenant Braden discovers that Sally, the woman he's been falling in love with, has actually been checking out his qualifications to be a U.S. Navy frogman. He must put his personal life behind him after being assigned to be smuggled into a Japanese-held island via submarine to photograph radio codes.","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 10752, 'name': 'War'}]",/wMZLTGuWcyzKHp8DlQxRDrS2pFl.jpg,1959-03-04,5.6,9.0,1.261092,112.0,The man they called the 'human torpedo' - the secret underwater marauder who hit like no man hit before!
National Lampoon's Attack of the 5 Ft. 2 Women,"Spoof-miester, Julie Brown does a musical send-up of Tonya Harding and Lorena Bobbit's debutante debacles","[{'id': 35, 'name': 'Comedy'}]",/ieq2LYEqlmwo6ZWWCCJJvLVhTNi.jpg,1994-09-08,0.0,0.0,0.015298,80.0,WHACK! SHE WENT FOR THE GOLD! SLICE! SHE WENT FOR THE JEWELS!
The Human Scale,"50 % of the world’s population lives in urban areas. By 2050 this will increase to 80%. Life in a mega city is both enchanting and problematic. Today we face peak oil, climate change, loneliness and severe health issues due to our way of life. But why? The Danish architect and professor Jan Gehl has studied human behavior in cities through 40 years. He has documented how modern cities repel human interaction, and argues that we can build cities in a way, which takes human needs for inclusion and intimacy into account.","[{'id': 99, 'name': 'Documentary'}]",/aRcrMjCefLXjYidGyXnPWvZsRMy.jpg,2013-02-20,5.4,5.0,1.459804,83.0,Bringing Cities To Life
Modify,"Stories of people who regard augmenting their bodies as a way of life, whether for artistic reasons or out of pure vanity.","[{'id': 99, 'name': 'Documentary'}]",/jrHkctUU8qNZnSIlTTsvhzTK2m0.jpg,2005-01-01,5.1,4.0,0.719373,85.0,
"London, Paris, New York","London Paris New York is a film that captures the angst of the twenties, the most dramatic period of one's life - when you have to find a career, you have your first significant relationship and most importantly form your identity in this world. This is story about Lalitha, a middle class south Indian girl from Chembur (an eastern suburb in Mumbai) who is on her way to New York to study politics with full scholarship, and Nikhil, a Punjabi, rich kid from Bandra (a posh western suburb of Mumbai) who is going to study Film Making in London on 100% dad's money. They decide to hangout together one evening in London and find that they are completely drawn to each other even as their future lies on separate continents.  The film follows their personal journey and their love story as they meet in London, Paris and New York for a night each over eight years. The film is in three chapters and each chapter is shot in a manner that mirrors the mental state of Nikhil and Lalitha.","[{'id': 10749, 'name': 'Romance'}]",/mHTmKWWJnBxRzrHLmLuY1LA8Qns.jpg,2012-03-02,8.0,1.0,0.33515,100.0,
41,"An HBO documentary, takes a ‘personal, not political’ look at George H.W. Bush, the 41st president of the United States.",[],/w1KbCtPZUwjWV5RmHLXT0paNyTd.jpg,2012-06-12,5.0,1.0,0.414219,120.0,
The Neighbor,"A young couple, Mary and John, awaiting a baby is in search for a house when they decide to buy that lovely old villa they found by coincidence. What they both do not know is that Myron, the owner of that villa and their new neigbour, is a dangerous psychopath and that Mary reminds him of his dead mother. Mary begins to wonder about Myron's odd behaviour, but everybody thinks Mary's fears are due to her being pregnant.","[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}]",/2QEar1pSneflKXfvrhyQfddyWiv.jpg,1993-11-03,5.8,4.0,0.476993,93.0,
From the East,"Chantal Akerman retraces a journey from the end of summer to deepest winter, from East Germany, across Poland and the Baltics, to Moscow.","[{'id': 99, 'name': 'Documentary'}, {'id': 10769, 'name': 'Foreign'}]",/et09ZqanRVyK70C5Oj6MAiRobcr.jpg,1993-09-16,8.0,4.0,0.164233,107.0,
The Anniversary,"Mrs Taggart always celebrates her anniversary with her grown sons. It’s a tradition practised since the death of her husband and she is determined for it to continue. None of her three sons have dared to cross their ruthless domineering mother but this anniversary they intend to try. With cruel and brutal twists, the family get-together becomes a social nightmare beyond endurance.","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}, {'id': 53, 'name': 'Thriller'}]",/t2Qv8BB2LhM2kYfNUCnIpQKUaxz.jpg,1968-02-07,6.8,11.0,1.087084,95.0,The legendary actress as the most merciless mother of them all
Life Without Dick,"By accident, Colleen Gibson shoots and kills her gold-digging cheating boyfriend, Dick, a private eye who happens to have a hitman on his tail. Danny the hitman works for his brother-in-law, a cheerful but nasty Irish mobster, hasn't actually killed anyone, and wants to be a singer. He falls for Colleen. she likes him, too. He can solve her problem (Dick's body), she can solve his (meeting the mobster's demands that he kill people like Dick). Danny has an ex-girlfriend, who might still hold the key to his heart, two cops are sniffing around for Dick, a junk yard owner gets a conscience, and a talent show is coming up. Bullets, music, and true love are set to collide.","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",/bgP9753Kt1eGq3yDEyokVqRiKxN.jpg,2002-01-01,3.1,17.0,2.476312,97.0,
Epitaph,"Dr. Jung Nam finds a photo album dating back to his days as an intern at the Ansaeng Hospital. This triggers memories of his life. In 1942, as a young medical intern, Jung-Nam's arranged marriage ended when his fiancée, whom he had never met, committed suicide. Later he was assigned to monitor the morgue late at night. There he fell in love with a corpse, which is later revealed as the body of his deceased fiancée. Soon other mysterious events take place in the hospital, involving a young girl haunted by ghosts and a serial killer targeting Japanese soldiers.","[{'id': 27, 'name': 'Horror'}, {'id': 10769, 'name': 'Foreign'}]",/werFCcMXzqNmqPr8hNqyx1Gs7XU.jpg,2007-08-01,6.4,14.0,1.096971,98.0,Love is the kiss of death.
Ghoulies III: Ghoulies Go to College,"A college teacher brings the little creatures back to his campus, where they proceed to terrorize the faculty and students.","[{'id': 14, 'name': 'Fantasy'}, {'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}]",/x7Zt73obslWWT2uLs1SpHoukEd7.jpg,1991-09-18,3.9,22.0,1.540257,94.0,Everybody's favorite troublemakers are on the loose again!
Food Matters,"With nutritionally-depleted foods, chemical additives and our tendency to rely upon pharmaceutical drugs to treat what's wrong with our malnourished bodies, it's no wonder that modern society is getting sicker. Food Matters sets about uncovering the trillion dollar worldwide sickness industry and gives people some scientifically verifiable solutions for curing disease naturally.","[{'id': 99, 'name': 'Documentary'}]",/g1u0Mf4VKKklC8fKsvAh5n5pk8T.jpg,2010-10-08,7.2,24.0,3.292247,74.0,"Prevent illness, reverse disease & maintain optimal health... naturally."
Inadequate People,"Adequacy is relative.Vitalik the main character of the movie seems to be pretty normal. With a respectable office job, a comfy little dwelling and a personal couch doctor, Vitalik looks as adequate as a human can possibly be. Wait till he drinks and drives himself into depression, and after that falls in love with an under-age girl living next door. Whos adequate now?","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",/2TWwwSF5SUxUMRwkyrhpnQgBFao.jpg,2010-12-12,6.9,22.0,1.50953,106.0,
Trilogy of Terror II,"Three tales of terror: in ""The Graveyard Rats"" lovers murder the woman's older husband and encounter horror when they attempt to rob his grave; ""Bobby"" is the story of a woman who summons her son back from the dead; and in ""He Who Kills"" an African doll goes on a murderous rampage.","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",/5QFPqKCyYMIKvujRIJzFJ5LlwNs.jpg,1996-10-30,5.8,9.0,1.15884,90.0,
Which Way Is The Front Line From Here? The Life and Time of Tim Hetherington,A portrait of photographer Tim Hetherington's work in war zones around the world.,"[{'id': 99, 'name': 'Documentary'}]",/9wDO9OOh5fzOcWOFfbbwQdAKCKZ.jpg,2013-01-20,7.4,4.0,0.153191,79.0,
A Limousine the Colour of Midsummer's Eve,"When old auntie Mirta succeeds in a lottery and wins a car, which she cannot use herself, different family members are suddenly there to 'be helpful' in favor to get the car after aunties' death, not to mention, they never have come before to help her. The funny rivalry between two parts of family, a foolish jealousy to the near living peasants' family, which had always non-selfishly been there for auntie, is a caricature of greasy human nature. This is a slight humor of the Soviet life details as well. But aunt Mirta isn't fool, and is still young in her heart until her last minute, that appears in her last will - to whom the car, the limousine in the color of St. John's night goes.","[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",/lRdne3KJ7O1JXfBPxrUWYUGqVIR.jpg,1981-07-12,5.0,1.0,0.001586,88.0,
