title,overview,genres,poster_path,release_date,vote_average,vote_count,popularity,runtime,tagline
Jim Norton: Please Be Offended,"Caustic comedian and best-selling author Jim Norton pulls no punches in his first EPIX comedy special, going after jaw-dropping laughs not intended for the faint of heart. Among his targets: the national hypersensitivity epidemic - leading celebrities, talking heads and regular Joes alike to get offended by just about anything. Norton's got a message for those people, and it's in the title.","[{'id': 35, 'name': 'Comedy'}]",/xL3yOFBr4a1pCBqbQVbmXXvjc4n.jpg,2012-06-30,7.0,4.0,0.191276,60.0,
We Were Dancing,"A penniless former princess weds an equally cash-strapped baron, so they support themselves by becoming houseguests at the homes of wealthy American socialites. Norma Shearer's last film.","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",/vQ3yHei5hSaloyByWL3G22zBZK9.jpg,1942-04-30,0.0,0.0,0.058922,95.0,The hilarious story of two lovable chiselers.
The Secret of Dr. Kildare,Intern Kildare (Lew Ayres) heals a millionaire's daughter and tricks Dr. Gillespie (Lionel Barrymore) into taking a vacation.,"[{'id': 18, 'name': 'Drama'}]",/7qjzw8JJjIRl1grLaC3M5NuwBsm.jpg,1939-11-24,6.0,3.0,1.044495,84.0,
The Sky Dragon,"All the passengers on an airplane headed for San Francisco are drugged, and when they wake up, it is discovered that a quarter-million dollars is missing. Charlie Chan--and, of course, his #1 son--must discover the identity of the person who doped the passengers and stole the money.","[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",/ljGpRB0WmFMa9H4JpRsCoWA34RA.jpg,1949-04-27,8.5,2.0,0.267863,64.0,Death rides the clouds
The Man Without a Map,"A private detective is hired to find a missing man by his wife. While his search is unsuccessful, the detective's own life begins to resemble the man for whom he is searching.","[{'id': 9648, 'name': 'Mystery'}]",/6E1t1HG5D09WM2EoxCEwm9FjV9V.jpg,1968-06-01,7.8,5.0,0.425726,118.0,
The Bride Goes Wild,"McGrath publishes books for children and Uncle Bump is one of the best sellers. Unfortunately, Greg, who is Uncle Bump, tends to drink too much and has not started his next book. Martha won a contest to illustrate the book and the first thing that happens is that Greg gets her soused. To keep her there to illustrate, John gets a juvenile delinquent named Danny to play his son and show how much pressure he is under. The ploy works at first, but Greg's heart was broken by Tillie, and Martha may be the girl who makes him forget all about her.","[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",/c0S0TzqQXckPIcei1lFsu9YDjy3.jpg,1948-03-03,6.0,1.0,0.107722,98.0,
PT 109,"Dramatization of President John F. Kennedy's war time experiences during which he captained a PT boat, took it to battle and had it sunk by a Japanese destroyer. He and the survivors had to make their way to an island, find food and shelter and signal the Navy for rescue.","[{'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",/t4YlXygBb3YfN5y7Ffcx8lzWIlQ.jpg,1963-06-19,6.0,3.0,1.256573,140.0,Most men would have given up...But not the crew of PT 109
When A Stranger Calls Back,"Julia is babysitting two young kids while a doctor and his wife are out. During the evening, a stranger knocks on the door asking Julia if she can call the auto club so he can get a tow. The phone line is dead though. This is all part of the act as he has made his way inside and abducted the two children.","[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",/tHTqlXa6VS6RqTm4o3RIrUzDvdq.jpg,1993-04-04,5.2,16.0,1.224878,94.0,...Fear is the Message!
Mr. Magoo's Christmas Carol,"An animated, magical, musical version of Dickens' timeless classic ""A Christmas Carol."" The nearsighted Mr. Magoo doesn't have a ghost of a chance as Ebenezer Scrooge, unless he learns the true meaning of Christmas from the three spirits who haunt him one Christmas Eve.","[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",/v373WxuWPaUlincYeu6AIzcZUV8.jpg,1962-12-18,6.2,16.0,0.972587,53.0,
Master of the World,A mad genius tries to bomb the world into peace.,"[{'id': 14, 'name': 'Fantasy'}, {'id': 878, 'name': 'Science Fiction'}]",/2GZT3dFTRyeL2em8ksjAUb3TEdp.jpg,1961-05-01,6.0,19.0,1.826348,102.0,The fabulous adventures of the man who conquered the earth to save it!
Tooth Fairy 2,"Larry Guthrie, who loses his first love to the town hot shot, decides to win her back by volunteering with the children at her after-school program. When Larry accidentally tells the kids the Tooth Fairy is make-believe, he soon is transformed into a tutu-clad fairy with the ""sentence"" of collecting teeth.","[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",/n0AZqTMddhspKG6vxkwJqm5GoYe.jpg,2012-03-06,4.6,38.0,2.795621,90.0,Just Wing It
In Name Only,A wealthy man falls for a widow but is locked into a loveless marriage with a woman who has contrived to convince his parents she is the ideal wife.,"[{'id': 18, 'name': 'Drama'}]",/aEgFhs29usC6iy9PgLoAhBRtDN2.jpg,1939-08-18,6.4,14.0,0.839403,94.0,
Love's Kitchen,"Rob Haley (Dougray Scott), an up-and-coming chef and restaurateur in London, is grief-stricken when he loses his wife. With encouragement from his infamous friend and real life TV Chef Gordon Ramsay, Rob decides to spice up his life by turning a run-down country pub into a gourmet restaurant. His food catches the eye - and taste buds - of beautiful American food critic Kate Templeton (Claire Forlani) and they soon both write a recipe for love that leaves both their hearts - and their stomachs - in full.","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",/x7QZvkKne96FhKl2juflH8eLIXo.jpg,2011-06-07,4.8,20.0,2.397077,86.0,No Ordinary Trifle
"Stay Away, Joe","Joe Lightcloud persuades his Congressman to give him 20 heifers and a prize bull so he and his father, Charlie, can prove that the Navajos can successfully raise cattle on the reservation. If their experiment is successful, then the government will help all the Navajo people. But Joe's friend, Bronc Hoverty, accidentally barbecues the prize bull, while Joe sells the heifers to buy plumbing and other home improvements for his stepmother.","[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 10749, 'name': 'Romance'}, {'id': 37, 'name': 'Western'}]",/7TX1aSQH5SPuferGbmDKvJ5ScZX.jpg,1968-03-08,5.8,4.0,0.144382,102.0,Elvis goes West...and the West goes wild!
They Call Me Renegade,"While on his travel across the Southwestern United States, with his Jeep CJ Renegade and his chestnut colt named Joe Brown, Luke meets Matt, son of a friend of his, Moose, who is in jail. Moose asks Luke to take care of Matt, and to help him to take possession of a piece of land. So starts their travel, full of adventures...","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}]",/mtPfARPzpLLHZjNK7meo3DLbhoM.jpg,1987-10-30,5.9,39.0,2.554632,92.0,You call me Trinity - they call me Renegade.
Wishcraft,"Life is about to change for Brett Bumpers, Martin Van Buren High School's resident brain. Socially inept and head over heels in love with Samantha the school beauty. Brett receives a mysterious package, a talisman, and the power to make three wishes. Brett makes his first wish - for Samantha to be his date at the school dance, then makes a second wish for Samantha to fall in love with him. But evil forces have been awakened by the use of dark magic. A sinister force appears and methodically and viciously begins to torture and mutilate members of the senior class... with its final and ultimate target the destruction and death of Samantha. Now Brett needs to protect the woman he loves but can only do so by using his last wish turning the dark power of the sinister force upon himself!","[{'id': 27, 'name': 'Horror'}]",/pxi68Uft8PJEpvbbSM5ly0Y5pVW.jpg,2002-09-25,5.5,8.0,0.623175,102.0,
Knights,"In the future, as a result of devastating wars, all suitable for cultivation of land turned into one big lifeless desert. In the search of fertile lands around the world were traveling group of nomadic farmers. But one of the distant city genesis in these lands came cyborgs. For the operation they need human resources, or more simply - blood. To combat this army of Vampire creator has been sent cyborg Gabriel (Christopherson). In this he will help the girl Nea (Long), whose parents as a child killed the main villain - Job (Henriksen).","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 878, 'name': 'Science Fiction'}]",/9qwGXQg0aq2DwYk8Y5RFYYz9d6e.jpg,1993-04-19,5.0,5.0,0.508868,95.0,He said it takes a cyborg to kill a cyborg. She's going to prove him dead wrong.
The Chatterley Affair,"The trial, under The Obscene Publications Act, of the publishers of D.H. Lawrence's 'Lady Chatterley's Lover'in 1960 was a sensation that consumed the nation. The movie follows two fictional jurors, Helena and Keith, who become passionate lovers during the course of the trial and whose affair mirrors the themes of the novel.","[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/jt0nmzkOFPjqsDpDdCo6I12k2E2.jpg,2006-03-20,2.8,3.0,0.392811,90.0,
Fanny Hill,"Orphaned by smallpox, young Lancashire country lady Fanny Hill cheerfully accepts her friend Esther Davies's offer to join the London 'working girls' with Mrs. Brown, a madam who recruits her as charmingly fresh enough to wait, in-living, on gentlemen.","[{'id': 18, 'name': 'Drama'}]",/sbXq8DRHDG8EwjueezhCGeT2eTg.jpg,2007-10-22,6.2,8.0,0.972227,120.0,
The Suspicions of Mr. Whicher: The Murder at Road Hill House,"In 1860 Scotland Yard's 'Prince of Sleuths' Jack Whicher is sent to rural Wiltshire to investigate the murder of three-year-old Saville Kent,snatched from his bed at night and killed.","[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10770, 'name': 'TV Movie'}]",/lxSs64iZWJ3c2ctSNlazJv63UaR.jpg,2011-04-25,5.8,14.0,1.095164,94.0,
The Last Wagon,"When a handful of settlers survive an Apache attack on their wagon train they must put their lives into the hands of Comanche Todd, a white man who has lived with the Comanches most of his life and is wanted for the murder of three men.","[{'id': 37, 'name': 'Western'}]",/kid5iGK7cvrkdmoH85FNmLbBOEJ.jpg,1956-09-21,5.8,15.0,1.209918,98.0,ROMANTIC WESTERN ADVENTURE!
The Philly Kid,"A former NCAA champion wrestler is paroled after 10 years in prison. Now, to save a friend's life, in a series of cage fights he must agree to do the impossible - lose.","[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",/1F3xbC29BtP06V1ACXsBF4ZCvgu.jpg,2012-05-11,4.8,18.0,1.768855,94.0,
Ping Pong Summer,"In 1985 a summer vacation in Ocean City, Md., changes the life of a shy white teen who's obsessed with table tennis and hip-hop music.","[{'id': 35, 'name': 'Comedy'}]",/2dXEEznF48Hr48BU9QQeiXVLaOr.jpg,2014-06-06,6.1,16.0,4.572751,92.0,1985 - Wish You Were Here!
Sabretooth,"Using fossilized DNA, a scientist resurrects one of nature's most fearsome predators, a sabretooth tiger. Scientific ambition turns deadly, however, when the creature escapes and begins savagely stalking its prey - the human race.","[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}]",/7icmRVm8SkmUFY8VDez2mLzhE07.jpg,2002-11-26,4.5,4.0,0.711905,90.0,Be prepared to be ripped apart!
Sometimes They Come Back... for More,"On a arctic circle radio shack, an ancient evil lurks, ready to strike at a psychologist, an army man and their collective forces.","[{'id': 27, 'name': 'Horror'}]",/cXIZPs9CBUQnl8dyhQaH3QhCYZr.jpg,1998-09-06,3.6,15.0,1.927102,89.0,Where Hell freezes over..
The Captains,The Captains is a feature length documentary film written and directed by William Shatner. The film follows Shatner as he interviews the other actors whom have portrayed Starship captains within the illustrious science-fiction franchise.,"[{'id': 99, 'name': 'Documentary'}, {'id': 878, 'name': 'Science Fiction'}]",/5IEIy3TsdtashRxNAgI2TQ34o23.jpg,2011-07-22,6.5,40.0,9.58239,97.0,The final frontier is only the beginning
Homeboy,"Johnny Walker is a cowboy and a boxer. He is very shy and a bit of a fool. He is in love with Ruby, but he cannot tell her. He is also a bit old to keep on boxing, but its the only thing he does well.","[{'id': 18, 'name': 'Drama'}]",/phAjRLZo6j7q1Q9iKvbgUlNnygh.jpg,1988-08-24,3.8,6.0,1.603891,116.0,Some people live life blow by blow.
Merlin's Apprentice,"The great sorcerer Merlin has returned to Camelot, a kingdom now vulnerable to ill fates and war since the theft of the Holy Grail, its greatest gift and protection. With the help of Jack, an irascible young beggar-thief imbued with his own unruly magic, the fight against unknown dangers begins-to find the Grail, restore it to its rightful place, and bring Camelot back to its glory days.","[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",/896g1RLaVRCsts7vgYRD25l3rIK.jpg,2006-04-14,5.0,10.0,3.381735,176.0,The search for the Holy Grail.
The Siege of Firebase Gloria,"A Marine patrol stops at Firebase Gloria at the start of the Tet Offensive during the Vietnam war. With the firebase attacked, the patrol remains to help defend it. The Marines barely hold off the VC (Viet Cong), but in the end, hold the base.","[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 10752, 'name': 'War'}]",/5xCAf7RdxuPOsAMsHH6UPVkjKVm.jpg,1989-01-27,5.3,17.0,1.683509,97.0,Against all odds they went to hell and back.
The Bumblebee Flies Anyway,"An amnesiac youth tries to piece together his past, but what he discovers may jeopardize his future.","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",/4k1fezf5fVMv7rqecGFeXhtQdNl.jpg,2000-01-01,5.7,9.0,1.719196,95.0,They Took His Past. She Gave Him His Future
Oasis of the Zombies,"In a remote desert oasis, a fortune in gold was hidden by the Nazis during World War 2. 50 years later, a bunch of fortune-hunters converge on that selfsame oasis. Imagine their discomfiture upon discovering that the gold is being guarded by an army of zombies.","[{'id': 27, 'name': 'Horror'}]",/4msaPDkfmSNCyHFAn8c0pNP38EB.jpg,1982-04-20,3.3,5.0,1.04865,85.0,
The Land Before Time VII: The Stone of Cold Fire,"Littlefoot and his pals set off in search of a ""stone of cold fire"" that fell from the night sky. Since he's the only one who has seen it though, nobody really believes him. Littlefoot's uncle Pterano offers support only because he thinks the stone has secret powers and wants it for himself but conceals this from the rest. The young dinos must figure out the truth, before Pterano gets the power.","[{'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}, {'id': 16, 'name': 'Animation'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}]",/nFQUwWxcjw38V8whGkaKDDn2AQ6.jpg,2000-12-05,5.9,51.0,3.993298,75.0,
The Amazing Dr. Clitterhouse,A wealthy society doctor decides to research the medical aspects of criminal behaviour by becoming one himself. He joins a gang of thieves and proceeds to wrest leadership of the gang away from it's extremely resentful leader.,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}]",/kj1Wepf7hoPMW1OLtCTVu8LcP51.jpg,1938-07-30,7.4,7.0,1.25249,87.0,... a thunderbolt of thrills and intrigue!
The Freebie,"A couple hatches a highly dubious scheme to put the spark back in their marriage in this independent comedy drama. Annie (Katie Aselton) and Darren (Dax Shepard) have been married for seven years, and they love each other as much as the day they were wed; they're affectionate, have fun together, and enjoy games such as crossword puzzle races. They would seem to have a perfect relationship, except for one thing -- they haven't had sex in ages, and seem to have lost all interest in making love with one another, no matter how they try to put each other in the mood. Hoping to put some adventure back into their lives, Annie and Darren come up with an unusual idea -- they each get one night in which they're free to find someone and have sex with them, scot-free. But is this going to help their relationship, or is it just going to turn a small problem into a big problem?","[{'id': 18, 'name': 'Drama'}]",/Q5FX7jq8QBjiNMXTGTKt71DOmX.jpg,2010-09-17,3.8,8.0,0.588846,78.0,A one night experiment in infidelity
The Violent Kind,"One night at a secluded farmhouse deep in the Northern California woods, a small group of hardened young bikers and their girlfriends are tormented when one of the girls becomes savagely possessed and a gang of ""Rockabillies"" seemingly from the 1950's descends upon them to collect what is growing inside her.","[{'id': 27, 'name': 'Horror'}]",/7tjT7yhwFBLGag2iH2iJCA5c624.jpg,2010-01-25,5.3,12.0,1.45965,89.0,
Ricky Gervais: Out of England - The Stand-Up Special,"Taped live before a sold-out audience at the WaMu Theater at New York Citys Madison Square Garden, Ricky Gervais: Out of England The Stand-Up Special is a high-spirited hour of offbeat observations and understated humor from the actor/comedian/writer/director.","[{'id': 35, 'name': 'Comedy'}]",/9vWhhubHkFoqthGMI6RxJ01u7TI.jpg,2008-11-15,7.3,13.0,1.045271,72.0,
Man of the East,By his dying father's last wish Joe is sent to the Wild West to become a real guy. The dreamy young man despises guns and fights likes poems and prefers bicycles to horses. Now his three teachers footpads all of them shall teach him otherwise. This doesn't work until Joe has to defend himself against gunman Morton who's jealous of Joe's love to rancher Ohlsen's beautiful daughter.,"[{'id': 35, 'name': 'Comedy'}, {'id': 37, 'name': 'Western'}, {'id': 28, 'name': 'Action'}]",/4pLhiW06he7vUOkPK8J3zTSzmQl.jpg,1972-09-28,6.7,33.0,2.124813,115.0,
The Desperado Trail,"Rollins' gang wants to grab land by inciting the settlers in a war against the Indians but Winnetou and Old Shatterhand try to keep the peace, until Rollins frames Winnetou up for the murder of Jicarilla Chief's son.","[{'id': 12, 'name': 'Adventure'}, {'id': 37, 'name': 'Western'}]",/1eQ64h3oxXBkIV2U0N6jnyGG0P7.jpg,1965-10-14,6.7,29.0,1.975282,93.0,
Soccer Dog: The Movie,A heart-warming comedy about the friendship between the new kid in town and a soccer-playing dog on the lam from the dog-catcher. It's up to these two underdogs to win the PeeWee Soccer League championship game.,"[{'id': 35, 'name': 'Comedy'}, {'id': 10751, 'name': 'Family'}]",/7NrDiYB8wI9EEmmhAI0GsjXQdwV.jpg,1999-01-01,3.5,2.0,0.111342,99.0,
Ice Soldiers,A scientist discovers the bodies of three frozen genetically modified Russians buried in the Canadian North. Upon thawing them out he realizes he has unleashed a deadly threat to Western society and must stop them at all costs.,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}]",/naXjdtDQXK9EeWq2Oy6yP0h2qeT.jpg,2013-12-06,3.7,33.0,5.113538,95.0,The Cold War Begins Again.
Wild Cherry,"With help from her best friends (Rumer Willis, Kristin Cavallari), a high schooler (Tania Raymonde) turns the tables on a jock (Ryan Merriman) who plans to deflower her.","[{'id': 35, 'name': 'Comedy'}]",/2D0qKlCwUX8xk5cn998GStOe1vE.jpg,2009-02-07,4.7,16.0,5.689825,120.0,"A comedy about first times, second chances & everything in between."
The Roost,"Part of a ""special"" late-nite television program...Four friends on their way to a wedding find themselves marooned on a mysterious farm. Creatures of the night awaken and the undead rise, as a night of relentless horror...Begins!","[{'id': 27, 'name': 'Horror'}]",/avy3Ep0RUbyPMe0wvJeulb9J3VU.jpg,2005-03-12,5.3,13.0,0.76964,80.0,
Vampires: The Turning,An American muay-thai fighter in Thailand must join forces with a group of vampire hunters to track down and kill a vampire lord who has kidnapped his gilfriend.,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 27, 'name': 'Horror'}]",/2ofyrpvqGxxOyjT6g4tw6Zj9qip.jpg,2005-01-02,3.4,8.0,0.918841,84.0,From the one ... Came the many.
Siren,"A group of friends escaping the city for a weekend away have a simple plan, to tour the coast for a relaxing weekend. Things hit a snag when one of the friends spots a seductive, sultry young woman waving for help off the shore of one of many secluded islands along the coast. Reaching out to rescue her turns deadly and they risk everything to get off the island alive.","[{'id': 53, 'name': 'Thriller'}, {'id': 27, 'name': 'Horror'}, {'id': 28, 'name': 'Action'}]",/iooXwLDizpIwg03bklUsu3zQYwo.jpg,2010-11-11,4.0,16.0,1.227119,86.0,Seduction is murder...
The Land Before Time IX: Journey to the Big Water,"Beloved dinosaurs Littlefoot, Cera, Spike, Petrie and Ducky return in this story about the wonders of discovery that features new songs, including Donny Osmond's ""No One Has to Be Alone.""","[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",/q5BmCAnJbISgA7JpCAPIkoyNtwC.jpg,2002-12-17,6.1,40.0,3.171563,71.0,
Love n' Dancing,"When a bored-with-life English teacher meets a West Coast Swing champion dancer, they have an instant connection. Both feel that the other can fulfill what was missing in their lives. Jake and Jessica must try to elude all obstacles, romantic or otherwise, to stay focused on the goal - winning the World Title and winning each other. Will they give in to the pressure or come out like champs?","[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",/aVrXvwXAsYAjs82IAmYsIg89upi.jpg,2009-01-01,5.5,8.0,1.678404,93.0,
Walking Tall: The Payback,A man goes back to his hometown that is now overrun with crime and single-handedly takes justice into his own hands.,"[{'id': 80, 'name': 'Crime'}, {'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}]",/fWNWCROTnQv6YcJJiV3znj71UNv.jpg,2007-02-20,5.6,8.0,1.025466,88.0,He's raising the stakes to new heights.
The Way West,"In the mid-19th century, Senator William J. Tadlock leads a group of settlers overland in a quest to start a new settlement in the Western US. Tadlock is a highly principled and demanding taskmaster who is as hard on himself as he is on those who have joined his wagon train. He clashes with one of the new settlers, Lije Evans, who doesn't quite appreciate Tadlock's ways. Along the way, the families must face death and heartbreak and a sampling of frontier justice when one of them accidentally kills a young Indian boy.","[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}, {'id': 37, 'name': 'Western'}]",/rasSPU8oR55W3IL7rvCwYKFVmvh.jpg,1967-05-24,5.7,19.0,2.174215,122.0,Cracking Like a Whip From Here to Excitement!
Mask Maker,"A lucky couple hits the jackpot when they purchase a 19th century plantation home for pennies on the dollar. Determined to get rich quick, they invite their friends up for the weekend to celebrate their good fortune. It’s quickly apparent that the plantation home’s former residents have not left and the unlucky youths suddenly find themselves running for their lives!","[{'id': 27, 'name': 'Horror'}]",/ezteEVfZ1ej2lHRPhLcdLixO7uD.jpg,2010-01-01,5.5,11.0,0.729668,90.0,Meet Your Maker
Thorne: Sleepyhead,"Thorne Sleepyhead: follows DI Tom Thornes investigation into a mysterious serial killer. His first three victims ended up dead. His fourth was not so fortunate. Alison Willetts is unlucky to be alive. She has survived a stroke, deliberately induced by manipulation of pressure points on the head and neck. She can see, hear and feel, she is aware of everything going on around her, but she is unable to move or communicate. In leaving Alison alive, the police believe the killer's made his first mistake.","[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}]",/3lxK8Air1T7SqZ2OtAYDKPwuUsK.jpg,2010-10-01,6.0,13.0,1.609321,125.0,
La Mission,"Growing up in the Mission district of San Francisco, Che Rivera has always had to be tough to survive. He's a powerful man respected throughout the Mission barrio for his masculinity and his strength, as well as for his hobby building beautiful lowrider cars. A reformed inmate and recovering alcoholic, Che has worked hard to redeem his life and do right by his pride and joy: his only son, Jes, whom he has raised on his own after the death of his wife. Che's path to redemption is tested, however, when he discovers Jes is gay. To survive his neighborhood, Che has always lived with his fists. To survive as a complete man, he'll have to embrace a side of himself he's never shown.","[{'id': 18, 'name': 'Drama'}]",/xpi0kAsMKiinUfSbZu9tTP4iZ4Y.jpg,2009-01-19,6.8,12.0,0.827387,117.0,"Growing up in the Mission district of San Francisco, Che Rivera has always had to be tough to survive."
Stir of Echoes: The Homecoming,A soldier returns home from the Iraq war only to be haunted by visions of the dead.,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",/1fLoMdT9G9Qin9zlbzNxUUkHMvV.jpg,2007-08-11,3.7,11.0,0.630496,89.0,
The Outrage,"Transposing Akira Kurosawa's classic ""Rashomon"" to the American Southwest in the 1870s, this remake begins as three travelers at a dilapidated railroad station discuss the recent trial of the notorious Mexican outlaw Carasco. We go on to see four different versions of how the bandit came to murder a wealthy Southerner and rape his wife, each allocating guilt and innocence differently.","[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}, {'id': 37, 'name': 'Western'}]",/cGDI9tVnIFLLPAYFWmDi0kKvQRx.jpg,1964-10-08,4.6,8.0,2.610968,96.0,Was it an act of violence or an act of love?
Dirkie - Lost in the Desert,"An 8-year-old boy and his dog are left to face a vast desert wasteland alone after a plane crash, while an army of men and machines penetrate the desert searching for them. Based on true events.","[{'id': 12, 'name': 'Adventure'}, {'id': 18, 'name': 'Drama'}]",/ce3MTbx68BwhTKKtbXEXjrviP09.jpg,1969-11-06,5.8,6.0,0.422408,84.0,"Few have ever entered the deadly, mysterious Kalahari, and lived to reveal its secrets!"
Somewhere in Sonora,"John Bishop discovers a plot to rob a silver mine belonging to his girlfriend Mary's father and, to foil the evildoers, he joins them.","[{'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}]",/r6jfp0Hx2606v0YWQp4o0rpB0Jb.jpg,1933-05-27,5.4,4.0,0.295744,59.0,Death rides south of the border!
The Sellout,A small-town newspaper editor risks everything to expose a corrupt sheriff.,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",/ruJWPRne4Wod92IrKdy2E9JIrd9.jpg,1952-05-30,6.2,3.0,0.449885,83.0,How much does it take for a Woman to Sellout her Man?
Let the Good Times Roll,"Documentary of a 1950s rock and roll revival show, with split-screen editing to rival Woodstock.","[{'id': 10402, 'name': 'Music'}, {'id': 99, 'name': 'Documentary'}]",/1A3Fma2HzINSRPEBUXsZ7mGfTDi.jpg,1973-05-25,4.8,2.0,0.001586,99.0,
The Vanishing American,A tribe of Navajo live on a reservation overseen by an Indian-hating agent.,"[{'id': 37, 'name': 'Western'}]",/mYWB7EpHW2gykX0OhlFkFEyGSyd.jpg,1925-10-15,0.0,0.0,0.256579,110.0,
Mandela,"A documentary that chronicles the life of South African leader Nelson Mandela. Mandela is probably best known for his 27 years of imprisonment, and for bringing an end to apartheid. But this film also sheds light on the little-known early period of Mandela's life.","[{'id': 99, 'name': 'Documentary'}, {'id': 36, 'name': 'History'}]",/77ArZNieFPs27L6mgXwkarfvSIS.jpg,1996-10-11,6.1,7.0,1.183739,118.0,"Son of Africa, Father of a Nation"
TekWar: TekJustice,"21st Century detective Jake Cardigan is arrested for murdering the husband of his ex-wife. It seems like a frame up, yet Cardigan refuses to let the authorities investigate further or even deny any involvement in the killing.","[{'id': 878, 'name': 'Science Fiction'}]",/mGzFt1PojAjUiEql8dodonWyBYO.jpg,1994-05-14,6.0,1.0,0.324203,100.0,
Thunder Birds,"On a secluded base in Arizona, veteran World War I pilot Steve Britt trains flyers to fight in World War II. One of his trainees, Englishman Peter Stackhouse, competes with Britt for the affections of Kay Saunders, the daughter of a local rancher. Despite their differences, Britt makes sure Sutton passes his training and becomes a combat pilot -- even though he loses Kay to the young man in the process.","[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}, {'id': 10752, 'name': 'War'}]",/eGeCrv4HjqywdsWCLuAHYtvKeps.jpg,1942-10-19,0.0,0.0,0.079019,78.0,"For two pilots, one woman became a conflict of interest."
Murder Is My Beat,"Mr. Dean's body is found face down in the fireplace, his features burned beyond recognition. Detectives Patrick (Paul Langton) and Rawley (Robert Shayne) arrest nightclub-singer Eden Lane (Barbara Payton) and she is convicted of the crime. On the way to prison, Eden sees a man through the train window, identifying him as the murderer, and Patrick and Eden jump from the train to search for the man.","[{'id': 80, 'name': 'Crime'}]",/yKnP4XNZ32VcpaqDFT4TasccNMz.jpg,1955-02-27,6.7,3.0,0.164274,77.0,
Sam Peckinpah's West: Legacy of a Hollywood Renegade,"Spattered with blood and controversy, Sam Peckinpah's Westerns revolutionized their genre. SAM PECKINPAH'S WEST: LEGACY OF A HOLLYWOOD RENEGADE goes in search of the man behind these legendary films. Through a poignant array of film clips and rare interviews, the documentary reveals a tortured artist whose genius and demons changed the Western forever. Interviewees include actor/director Billy Bob Thornton, Benicio Del Toro, Paul Schrader, film critic Roger Ebert, actors who worked with Peckinpah such as Harry Dean Stanton, Stella Stevens, L.Q. Jones and others. The personal side of Peckinpah will feature interviews with family members, sister Fern Lee, son Mathew Peckinpah, plus exclusive home movies and photos.","[{'id': 99, 'name': 'Documentary'}]",/i1GfXJiqu1ej86Wz1WzjC7rO2kv.jpg,2004-07-25,6.0,1.0,0.853458,89.0,
